"Papyrus";8;True;False;1;0;1;1
32;1;1;3;18;3;0
33;228;50;2;12;3;1
34;167;91;4;9;6;1
35;217;50;7;12;7;0
36;217;65;6;12;8;1
37;6;78;7;12;8;1
38;58;65;7;12;8;1
39;161;91;2;9;3;1
40;18;20;4;14;5;1
41;23;20;4;14;5;0
42;172;91;4;9;5;0
43;102;78;6;11;7;1
44;24;50;3;14;3;0
45;96;78;5;11;5;0
46;145;50;2;12;3;1
47;41;50;9;14;8;-1
48;148;50;7;12;7;0
49;84;50;3;13;7;2
50;156;50;6;12;7;1
51;1;50;5;14;7;1
52;163;50;7;12;7;0
53;226;35;5;14;7;1
54;171;50;6;12;7;1
55;17;50;6;14;7;1
56;178;50;5;12;7;1
57;140;35;6;14;7;0
58;225;50;2;12;3;1
59;85;1;3;15;4;0
60;61;50;7;13;7;0
61;44;91;5;10;7;1
62;77;50;6;13;7;1
63;231;50;5;12;5;0
64;237;50;9;12;10;0
65;94;35;12;14;12;0
66;49;35;11;14;12;1
67;158;35;11;14;12;1
68;37;35;11;14;12;0
69;120;1;11;15;12;0
70;118;35;9;14;9;0
71;128;35;11;14;12;1
72;147;35;10;14;12;1
73;200;35;2;14;4;1
74;170;35;8;14;8;0
75;179;35;10;14;11;1
76;190;35;9;14;9;0
77;214;35;11;14;12;1
78;51;50;9;14;11;1
79;242;35;12;14;14;1
80;68;1;8;15;8;0
81;89;1;14;15;13;1
82;61;35;8;14;9;1
83;70;35;11;14;12;0
84;82;35;11;14;11;0
85;203;35;10;14;12;1
86;232;35;9;14;9;0
87;28;50;12;14;13;0
88;7;50;9;14;9;0
89;26;35;10;14;10;0
90;107;35;10;14;10;0
91;17;35;3;14;5;1
92;1;35;9;14;7;0
93;227;1;3;14;5;1
94;193;91;6;7;7;1
95;112;1;7;15;7;0
96;190;91;2;7;5;1
97;146;65;5;12;6;0
98;139;65;6;12;8;1
99;133;65;5;12;6;1
100;126;65;6;12;8;1
101;119;65;6;12;7;1
102;113;65;5;12;5;0
103;104;1;7;15;7;0
104;107;65;5;12;7;1
105;104;65;2;12;4;1
106;5;1;5;18;4;-2
107;164;65;6;12;7;1
108;101;65;2;12;4;1
109;85;65;8;12;10;1
110;79;65;5;12;7;1
111;72;65;6;12;8;1
112;18;1;6;17;8;1
113;55;1;5;16;7;1
114;53;65;4;12;5;1
115;47;65;5;12;6;1
116;41;65;5;12;5;0
117;35;65;5;12;7;1
118;29;65;5;12;5;0
119;178;65;7;12;8;0
120;171;65;6;12;6;0
121;48;1;6;16;7;0
122;186;65;5;12;5;0
123;13;20;4;14;5;1
124;28;20;2;14;8;3
125;4;20;4;14;6;1
126;59;91;7;10;8;1
127;81;91;7;10;8;1
128;145;91;7;10;8;1
129;155;78;7;10;8;1
130;153;91;7;10;8;1
131;73;91;7;10;8;1
132;1;91;7;10;8;1
133;243;78;7;10;8;1
134;235;78;7;10;8;1
135;227;78;7;10;8;1
136;219;78;7;10;8;1
137;211;78;7;10;8;1
138;203;78;7;10;8;1
139;195;78;7;10;8;1
140;187;78;7;10;8;1
141;179;78;7;10;8;1
142;171;78;7;10;8;1
143;123;78;7;10;8;1
144;163;78;7;10;8;1
145;131;78;7;10;8;1
146;147;78;7;10;8;1
147;139;78;7;10;8;1
148;115;78;7;10;8;1
149;9;91;7;10;8;1
150;17;91;7;10;8;1
151;25;91;7;10;8;1
152;33;91;7;10;8;1
153;137;91;7;10;8;1
154;129;91;7;10;8;1
155;121;91;7;10;8;1
156;113;91;7;10;8;1
157;105;91;7;10;8;1
158;97;91;7;10;8;1
159;89;91;7;10;8;1
160;208;91;0;0;0;0
161;180;2;2;13;3;1
162;111;50;5;12;7;1
163;102;50;8;12;7;0
164;73;78;6;11;7;1
165;88;50;7;12;8;0
166;1;20;2;14;7;3
167;151;20;6;14;7;1
168;185;91;4;7;6;1
169;123;50;7;12;9;1
170;85;78;4;11;5;0
171;194;50;6;12;6;0
172;137;50;7;12;7;0
173;67;91;5;10;5;0
174;247;50;7;12;9;1
175;200;91;7;2;7;0
176;177;91;4;8;6;1
177;131;50;5;12;7;1
178;54;91;4;10;5;1
179;50;91;3;10;5;1
180;182;91;2;8;5;3
181;77;1;7;15;7;0
182;193;20;7;14;7;0
183;41;91;2;10;3;1
184;44;1;3;16;5;2
185;164;91;2;9;5;1
186;80;78;4;11;4;0
187;210;50;6;12;6;1
188;1;65;8;12;10;2
189;201;50;8;12;10;2
190;184;50;9;12;10;1
191;11;37;5;12;5;0
192;170;179;13;14;13;0
193;156;179;13;14;13;0
194;142;179;13;14;13;0
195;128;179;13;14;13;0
196;114;179;13;14;13;0
197;100;179;13;14;13;0
198;67;20;18;14;18;0
199;32;1;11;16;12;1
200;156;1;11;15;12;0
201;132;1;11;15;12;0
202;144;1;11;15;12;0
203;168;1;11;15;12;0
204;188;178;5;14;6;0
205;199;179;5;14;6;1
206;134;105;7;14;7;-1
207;127;105;6;14;6;0
208;171;20;11;14;12;0
209;183;20;9;14;11;1
210;201;20;12;14;13;1
211;214;20;12;14;13;1
212;227;20;12;14;13;1
213;240;20;12;14;13;1
214;31;20;12;14;13;1
215;109;78;5;10;7;1
216;44;20;13;14;13;0
217;183;1;10;14;12;1
218;194;1;10;14;12;1
219;205;1;10;14;12;1
220;216;1;10;14;12;1
221;231;1;10;14;10;0
222;242;1;7;14;8;1
223;96;50;5;12;6;1
224;117;50;5;12;7;0
