"Comic Sans MS";10;True;False;1;0;1;1
32;1;1;6;19;6;0
33;240;70;2;15;3;1
34;155;102;5;9;6;1
35;152;70;9;15;11;1
36;165;1;8;17;9;0
37;131;70;11;15;11;0
38;114;70;9;15;9;0
39;152;102;2;9;6;2
40;91;1;4;19;5;1
41;96;1;4;19;5;0
42;130;102;6;10;7;0
43;25;86;6;14;8;1
44;174;1;2;17;6;1
45;17;102;5;12;8;1
46;248;38;2;15;6;2
47;39;21;6;16;7;0
48;244;54;6;15;8;1
49;237;54;6;15;8;1
50;229;54;7;15;8;0
51;222;54;6;15;8;1
52;214;54;7;15;8;0
53;207;54;6;15;8;1
54;200;54;6;15;8;1
55;192;54;7;15;8;1
56;185;54;6;15;8;1
57;178;54;6;15;8;1
58;39;86;2;14;6;2
59;25;21;3;16;6;1
60;42;86;4;14;8;2
61;47;86;5;14;8;1
62;53;86;4;14;8;3
63;170;54;7;15;7;0
64;12;21;12;16;12;0
65;161;54;8;15;10;1
66;153;54;7;15;8;1
67;144;54;8;15;8;0
68;1;70;7;15;9;1
69;136;54;7;15;8;0
70;119;54;6;15;8;1
71;109;54;9;15;9;0
72;100;54;8;15;10;1
73;93;54;6;15;7;0
74;244;1;8;16;9;0
75;85;54;7;15;8;1
76;78;54;6;15;7;1
77;67;54;10;15;11;0
78;57;54;9;15;11;1
79;46;54;10;15;10;0
80;40;54;5;15;7;1
81;135;1;11;18;11;0
82;33;54;6;15;8;1
83;24;54;8;15;9;0
84;15;54;8;15;9;0
85;23;70;8;15;10;1
86;126;54;9;15;9;0
87;9;70;13;15;14;1
88;39;70;9;15;9;0
89;222;70;8;15;8;0
90;231;70;8;15;9;0
91;78;1;4;19;5;1
92;211;1;6;16;7;1
93;73;1;4;19;5;0
94;169;102;6;7;8;1
95;177;1;9;17;8;0
96;165;102;3;7;7;1
97;8;86;6;15;7;0
98;1;86;6;15;8;1
99;215;70;6;15;7;0
100;207;70;7;15;8;0
101;200;70;6;15;7;0
102;225;1;6;16;7;0
103;66;1;6;19;7;0
104;185;70;6;15;8;1
105;182;70;2;15;4;1
106;60;1;5;19;5;-1
107;243;70;6;15;7;0
108;171;70;2;15;4;1
109;162;70;8;15;10;1
110;32;70;6;15;7;0
111;49;70;6;15;7;0
112;53;1;6;19;7;0
113;46;1;6;19;7;0
114;63;70;6;15;6;0
115;70;70;5;15;6;0
116;76;70;6;15;6;0
117;83;70;6;15;7;0
118;90;70;6;15;6;0
119;97;70;8;15;9;0
120;106;70;7;15;8;0
